,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
166914,porsche,Porsche 991,red,18-Apr,2018,475000,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,8864,GT2 RS Weissach
167222,porsche,Porsche 991,white,18-Mar,2018,474991,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,16990,911 GT2 RS + Weissach-Paket + Inspektion NEU
93919,lamborghini,Lamborghini Urus,grey,23-May,2023,474980,490,666,Automatic,Petrol,"14,1 l/100 km",320 g/km,887,Performante
167144,porsche,Porsche 911,silver,18-Feb,2018,474900,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,16100,GT2 RS / BOSE / LED / Weissach / Sportschale
128760,mercedes-benz,Mercedes-Benz E 63 AMG,grey,23-Mar,2023,474810,662,900,Automatic,Petrol,"12,2 l/100 km",276 g/km,51,"d 4M All-Terrain, Erstzulassung, MwSt.,HUD,AHK,..."
93690,lamborghini,Lamborghini Aventador,yellow,18-Aug,2018,474000,552,751,Automatic,Petrol,16 l/100 km,370 g/km,4680,SV 1of600
52319,ferrari,Ferrari 488,yellow,19-Apr,2019,470050,530,721,Automatic,Petrol,"12,4 l/100 km",282 g/km,12000,#NAME?
52364,ferrari,Ferrari 488,blue,20-Nov,2020,470050,530,721,Automatic,Petrol,,263 g/km,1374,HELE *FULL CARBON*TITANIUM EXHAUST*
52538,ferrari,Ferrari SF90 Stradale,black,22-Jun,2022,469900,735,999,Automatic,Hybrid,"7,4 l/100 km",204 g/km,4680,Daytona Racing Seats JBL Lift
93639,lamborghini,Lamborghini Aventador,red,15-Jul,2015,469850,552,751,Automatic,Petrol,,#NAME?,4205,SV LP 750-4 | 1 of 600 Carbon Sensonum
167133,porsche,Porsche 991,silver,18-Apr,2018,469000,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,2800,GT2 RS *Weissach Paket
167185,porsche,Porsche 991,white,18-Jun,2018,469000,515,700,Automatic,Petrol,"12,2 l/100 km",269 g/km,1390,GT2 RS *Weissach Paket* (VIP F1 PRE OWNER)
93823,lamborghini,Lamborghini Aventador,grey,21-Jul,2021,468900,544,740,Manual,Petrol,"18,4 l/100 km",499 g/km,6800,S Roadster*VOLL*Carbon*Einzelstück
52327,ferrari,Ferrari 812,grey,19-Oct,2019,467500,588,799,Automatic,Petrol,"14,9 l/100 km",340 g/km,590,Superfast*1.Hd*dt. Auto*Alles Karbon*Display
52372,ferrari,Ferrari 812,blue,20-Dec,2020,465000,588,799,Automatic,Petrol,"16,4 l/100 km",340 g/km,15442,GTS
93810,lamborghini,Lamborghini,blue,21-Nov,2021,464640,471,640,Automatic,Petrol,"13,7 l/100 km",331 g/km,783,STO + LAUNCH SPEC + BLU LAUFEY UPE 446K
23328,bentley,Bentley Continental GT,black,22-Oct,2022,464100,404,549,Automatic,Petrol,,#NAME?,1250,V8 *MANSORY*FULL PACK*CARBON FULL
1699,aston-martin,Aston Martin Vantage,green,23-Jun,2023,459900,515,700,Automatic,Petrol,"13,4 l/100 km",285 g/km,6,Roadster *1 of 249* *in stock*
106664,mercedes-benz,Mercedes-Benz SLR,black,7-Apr,2007,459722,478,650,Automatic,Petrol,"14,5 l/100 km",348 g/km,34848,722 Edition 1.HAND PERFEKTE HISTORIE CARBON
52499,ferrari,Ferrari,brown,22-Feb,2022,459500,,,Automatic,Hybrid,,#NAME?,1850,SF90 Sonderlack BRANZINO
52428,ferrari,Ferrari 488,grey,21-Jun,2021,459000,530,721,Automatic,Petrol,"14,1 l/100 km",263 g/km,3800,GREY/BLACK CARBON LIFTING SYSTEM
93775,lamborghini,Lamborghini Aventador,green,20-Jun,2020,459000,544,740,Manual,Petrol,"18,4 l/100 km",499 g/km,9900,S Roadster/Olivgrün matt AD Personam/Garantie
93905,lamborghini,Lamborghini Urus,black,22-Apr,2022,458900,478,650,Automatic,Petrol,"12,7 l/100 km",#NAME?,8500,MANSORY VENATUS
52153,ferrari,Ferrari F430,black,11-Sep,2011,455000,375,510,Automatic,Unknown,,#NAME?,12900,Scuderia Spider 16M
1698,aston-martin,Aston Martin Vantage,green,23-Feb,2023,452900,515,700,Unknown,Petrol,"13,9 l/100 km",315 g/km,25,Limited Edition 1 of 333
93686,lamborghini,Lamborghini Aventador,blue,18-Apr,2018,452200,544,740,Automatic,Petrol,"19,6 l/100 km",452 g/km,19990,S*ROADSTER*FULL*CARBON*CAPRISTO*LIFT*
52454,ferrari,Ferrari 488,red,21-Jun,2021,449990,530,721,Automatic,Petrol,"14,1 l/100 km",263 g/km,3900,Superfast | Garantie Carbon Racingsitze
52207,ferrari,Ferrari 458,red,14-Jan,2014,449900,445,605,Automatic,Petrol,"13,3 l/100 km",307 g/km,21000,Speciale |Carbon|RacingStripe|Wertanlage|19%
52339,ferrari,Ferrari 488,red,19-Apr,2019,449900,530,721,Automatic,Petrol,,263 g/km,2580,Coupé 1 Hand full Carbon 2580km
52523,ferrari,Ferrari 812,red,22-Jul,2022,449812,588,799,Automatic,Petrol,,340 g/km,11519,Full CarbonMY2022
52352,ferrari,Ferrari 488,black,19-Mar,2019,449000,530,721,Automatic,Petrol,,#NAME?,5550,HAND LACKIERT VOLL KOHLENFASER 1.HAND
23221,bentley,Bentley Bentayga,blue,21-Sep,2021,446845,405,551,Automatic,Petrol,"11,4 l/100 km",260 g/km,2375,V8 MANSORY *WIDEBODY*FULL CARBON*CERAM*
52383,ferrari,Ferrari 488,grey,20-Nov,2020,445000,530,721,Unknown,Petrol,,#NAME?,6370,Sonderfarbe Grigio Ferro + Carbon
128184,mercedes-benz,Mercedes-Benz AMG GT,silver,22-May,2022,444895,537,730,Automatic,Petrol,"12,8 l/100 km",292 g/km,685,Mercedes- BlackSeries Comand+Kamera+Carbon Styling
167104,porsche,Porsche 991,silver,18-Jul,2018,439990,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,6250,GT2 RS Weissach Lift PDLS Carbon Privacy Mag
167105,porsche,Porsche 911,silver,18-Jul,2018,439990,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,6250,GT2 RS Weissach Lift PDLS Carbon Privacy Mag
52366,ferrari,Ferrari 488,blue,20-Jan,2020,439900,530,721,Automatic,Petrol,"11,5 l/100 km",263 g/km,6935,Pista
93895,lamborghini,Lamborghini Huracan,black,22-Jul,2022,439640,471,640,Automatic,Petrol,"13,9 l/100 km",331 g/km,65,STO | Lamborghini Nürnberg
167136,porsche,Porsche 991,silver,18-Jun,2018,439110,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,10323,GT2 RS/sb-gr/Clubsport/Weissach/Kam/Lift
167142,porsche,Porsche 991,silver,18-Jun,2018,439110,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,10323,GT2 RS/sb-gr/Clubsport/Weissach/Kam/Lift
52201,ferrari,Ferrari 458,grey,14-Dec,2014,439000,445,605,Automatic,Petrol,,#NAME?,5414,Speciale *AFS*Karbon*Lift*Navi*PDC*HiFi*
52338,ferrari,Ferrari 488,red,19-Jun,2019,439000,530,721,Automatic,Petrol,,0 g/km,9891,AFS CARBON CAMERA LIFTER *TITANIUM*
166876,porsche,Porsche 991,green,18-Apr,2018,439000,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,9056,911 GT2 RS*WEISSACH*LINDGRÜN*KAMERA*LIFT*APPROVE
167110,porsche,Porsche 991,silver,18-Mar,2018,435900,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,5470,911 GT2 RS Clubsport Weissach GT Silber Mwst
52379,ferrari,Ferrari 488,grey,20-Mar,2020,435000,530,721,Automatic,Petrol,,263 g/km,3100,***Ferrari Frankfurt***
93830,lamborghini,Lamborghini Urus,green,21-Nov,2021,435000,478,650,Automatic,Petrol,"12,7 l/100 km",#NAME?,8900,URUS NOVITEC ESTESO WIDEBODY GREEN CARBON FULLOP
1654,aston-martin,Aston Martin,blue,22-Aug,2022,434980,515,700,Automatic,Petrol,"13,8 l/100 km",315 g/km,482,Coupe Carbon Aniline Satin Ming Blue
1655,aston-martin,Aston Martin,blue,22-Aug,2022,434980,515,700,Automatic,Petrol,"13,8 l/100 km",315 g/km,482,Coupe Carbon Aniline Satin Ming Blue
167106,porsche,Porsche 991,silver,18-Feb,2018,430900,515,700,Automatic,Petrol,,0 g/km,6290,GT2 RS | Weissach
93930,lamborghini,Lamborghini Urus,black,23-May,2023,430000,478,650,Automatic,Petrol,,#NAME?,1,Urus Performante
128501,mercedes-benz,Mercedes-Benz AMG GT,orange,22-Feb,2022,429969,537,730,Automatic,Petrol,"12,8 l/100 km",292 g/km,4299,Black Series
52378,ferrari,Ferrari 488,grey,20-May,2020,429900,530,721,Automatic,Petrol,"11,5 l/100 km",260 g/km,4750,Pista
93926,lamborghini,Lamborghini Urus,black,23-Jun,2023,429900,490,666,Automatic,Petrol,"14,1 l/100 km",279 g/km,80,"4.0 V8 Sport 23"" Bang & Olufsen Panorama"
93931,lamborghini,Lamborghini Urus,violet,23-Mar,2023,429900,490,666,Automatic,Petrol,"12,6 l/100 km",320 g/km,6128,"Performante FullADAS/Panorama/FullXPEL/23"""
52406,ferrari,Ferrari 488,black,20-Feb,2020,429720,530,721,Automatic,Petrol,,#NAME?,3497,Pista 1. Hand NERO DAYTONA
52367,ferrari,Ferrari 488,blue,20-Apr,2020,429000,530,721,Automatic,Petrol,"11,5 l/100 km",263 g/km,19335,Pista *KARBON Exterieur*Dreamline*
52310,ferrari,Ferrari 812,silver,18-Jun,2018,425000,588,799,Automatic,Petrol,"14,9 l/100 km",340 g/km,5000,6.5 V12 SUPERFAST SAMMLER CARBON TRAUM FULL!
93868,lamborghini,Lamborghini Huracan,grey,22-Dec,2022,425000,478,650,Automatic,Petrol,"14,7 l/100 km",290 g/km,50,"STO LIFT CARBON 20"" CAMERA MY2023"
52574,ferrari,Ferrari F8 Tributo,black,23-Mar,2023,424990,530,721,Automatic,Petrol,12 l/100 km,289 g/km,158,Spider 19x CARBON  5x ALCANTARA by MOBILISTA
93713,lamborghini,Lamborghini Aventador,white,18-Mar,2018,424900,544,740,Automatic,Petrol,"20,1 l/100 km",464 g/km,15600,S Roadster LP740-4
52573,ferrari,Ferrari,black,23-May,2023,423045,610,829,Automatic,Hybrid,"6,4 l/100 km",#NAME?,1335,296 GTB Assetto Fiorano *CarPlay*Carbon*Scuderia
127628,mercedes-benz,Mercedes-Benz G 63 AMG,blue,22-Oct,2022,422630,430,585,Automatic,Petrol,16 l/100 km,363 g/km,700,AMG G 63 4x4 EXCLUSIVE-1 of First 40-with Update
52528,ferrari,Ferrari Roma,red,22-Apr,2022,422450,456,620,Automatic,Petrol,"11,2 l/100 km",234 g/km,1500,M *1Hd*Carbon*LED*MagneRide*P.Display*
113615,mercedes-benz,Mercedes-Benz SLS,white,13-Feb,2013,420000,469,638,Automatic,Petrol,"13,2 l/100 km",308 g/km,36000,6.2 V8 BLACK SERIES/KARBON/MB GARANTIE/
113643,mercedes-benz,Mercedes-Benz SLS,white,13-Feb,2013,420000,464,631,Automatic,Petrol,"13,7 l/100 km",321 g/km,37300,AMG Coupe AMG SPEEDSHIFT DCT Black Series Umbau
93632,lamborghini,Lamborghini Aventador,yellow,15-Aug,2015,419990,515,700,Automatic,Petrol,"17,2 l/100 km",398 g/km,500,Roadster LP700-4
93855,lamborghini,Lamborghini Urus,gold,21-May,2021,419990,575,782,Automatic,Petrol,"12,7 l/100 km",325 g/km,17000,"NOVITEC ESTESO WIDEBODY,CARBON,24""EXCLUSIVE"
52555,ferrari,Ferrari F8 Spider,yellow,23-Feb,2023,419980,530,721,Automatic,Petrol,12 l/100 km,273 g/km,91,NEUWAGEN * Racingsitze * Lifting*LED
93882,lamborghini,Lamborghini Huracan,green,22-Mar,2022,419900,471,640,Automatic,Petrol,,#NAME?,11700,STO *Verde Hydra
93892,lamborghini,Lamborghini Huracan,black,22-Oct,2022,419900,471,640,Automatic,Petrol,"13,9 l/100 km",331 g/km,670,STO LIFT KAMERA
93708,lamborghini,Lamborghini Aventador,white,18-Jun,2018,419000,545,741,Automatic,Petrol,"18,8 l/100 km",394 g/km,9700,S Roadster LIFT*VOLLCARBON*GLASHAUBE*
105453,mercedes-benz,Mercedes-Benz SLR,silver,5-Mar,2005,419000,460,625,Automatic,Petrol,"14,5 l/100 km",348 g/km,7561,McLaren 7500 km
167182,porsche,Porsche 991,white,18-Apr,2018,418911,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,8950,911 GT2 RS Clubsport Weissach MagnesiumFelgen
167140,porsche,Porsche 991,silver,18-Apr,2018,418000,515,700,Automatic,Petrol,,#NAME?,7100,GT2 RS Weissach-Paket
93933,lamborghini,Lamborghini Urus,orange,23-May,2023,415900,490,666,Automatic,Petrol,"12,3 l/100 km",325 g/km,78,S BIG Carbon Int Exterior 4Seat B&O PANO
93928,lamborghini,Lamborghini Urus,black,23-Apr,2023,414950,490,666,Automatic,Petrol,"12,7 l/100 km",325 g/km,60,"S Facelift *BicolorLeder|Carbon|B&O|Pano|23""*"
93718,lamborghini,Lamborghini Aventador,blue,19-Apr,2019,414900,544,740,Automatic,Petrol,"16,9 l/100 km",394 g/km,21360,"S Roadster Blu Vathys, Full Carbon"
93870,lamborghini,Lamborghini Huracan,grey,22-Jul,2022,414640,471,640,Automatic,Petrol,"13,9 l/100 km",331 g/km,750,"STO Grigio Lynx, Style Paket, Carbon"
93856,lamborghini,Lamborghini Huracan,blue,22-Sep,2022,409999,471,640,Unknown,Petrol,"13,9 l/100 km",331 g/km,1750,STO
93878,lamborghini,Lamborghini Huracan,green,22-Oct,2022,409999,471,640,Unknown,Petrol,"13,9 l/100 km",331 g/km,750,STO
166917,porsche,Porsche 991,red,18-May,2018,409991,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,8900,911 GT2 RS * Clubsport * Approved Garantie *
167132,porsche,Porsche 991,silver,18-May,2018,409991,515,700,Automatic,Petrol,"11,8 l/100 km",269 g/km,8450,911 GT2 RS Weissach Approved 08/25 Clup Sport
52566,ferrari,Ferrari F8 Spider,red,23-Feb,2023,409980,530,721,Automatic,Petrol,12 l/100 km,273 g/km,98,NEUWAGEN * SurroundView * Lifting*LED
93881,lamborghini,Lamborghini Huracan,green,22-Dec,2022,409955,470,639,Automatic,Petrol,"13,9 l/100 km",331 g/km,48,STO BRAND NEW AVAILABLE ON STOCK
52345,ferrari,Ferrari 488,red,19-Jun,2019,409900,530,721,Semi-automatic,Petrol,,#NAME?,11000,Pista Ferrari Singen
93923,lamborghini,Lamborghini Urus,black,23-May,2023,409900,490,666,Automatic,Petrol,"12,7 l/100 km",325 g/km,50,S Facelift *PANO*B&O*HeUp*23* Voll
93656,lamborghini,Lamborghini Aventador,white,16-May,2016,409700,552,751,Automatic,Petrol,16 l/100 km,370 g/km,46123,LP750-4 Superveloce LIFT KAMERA CARBON
93645,lamborghini,Lamborghini Aventador,orange,15-Aug,2015,403900,552,751,Automatic,Petrol,16 l/100 km,370 g/km,18375,LP750-4 SV LIFT KAMERA CARBON SENSONUM
128826,mercedes-benz,Mercedes-Benz G 63 AMG,green,23-Jan,2023,403291,430,585,Automatic,Petrol,"20,1 l/100 km",456 g/km,13,"4x4² MAGNO GREEN 22"" BURMESTER SOUND"
122398,mercedes-benz,Mercedes-Benz G 65 AMG,black,18-May,2018,400500,463,630,Automatic,Petrol,,#NAME?,7406,AMG G 65 AMG SPEEDSHIFT 7G-TRONIC Final Edition
93581,lamborghini,Lamborghini Murciélago,grey,5-Aug,2005,400000,427,581,Manual,Petrol,,#NAME?,38577,Roadster manuell justforfun
93921,lamborghini,Lamborghini Huracan,green,23-Mar,2023,399990,471,640,Automatic,Petrol,"14,5 l/100 km",328 g/km,90,Tecnica *VERDE GEA *Carbon *Lifting *CAM
105456,mercedes-benz,Mercedes-Benz SLR,silver,5-Jul,2005,399990,460,625,Automatic,Petrol,"14,5 l/100 km",348 g/km,28700,McLaren Coupé Traum Scheckheft Perfekt
52114,ferrari,Ferrari F430,red,9-Oct,2009,399900,360,489,Automatic,Petrol,"18,3 l/100 km",420 g/km,29600,Scuderia 16M
52486,ferrari,Ferrari F8 Tributo,silver,21-Feb,2021,399900,530,721,Automatic,Petrol,,#NAME?,4200,Carbonlenkrad m. LED Matrix-LED JBL Sound
93643,lamborghini,Lamborghini Aventador,white,15-Dec,2015,399900,515,700,Automatic,Petrol,,#NAME?,18000,LP 700-4 Roadster Pirelli Edition
93688,lamborghini,Lamborghini Aventador,yellow,18-Jan,2018,399900,544,740,Automatic,Petrol,"16,9 l/100 km",394 g/km,12000,S *LichtP*PDC*Kamera*Carbon*1.Han*Mwst
93725,lamborghini,Lamborghini Aventador,yellow,19-Aug,2019,399900,544,740,Automatic,Petrol,"18,4 l/100 km",499 g/km,24900,S*absolutes Traumauto*Voll Carbon*Voll
93910,lamborghini,Lamborghini Huracan,white,22-Apr,2022,399900,471,640,Automatic,Petrol,"14,7 l/100 km",290 g/km,1470,"STO Bianco Phanes Matt, Ad Personam"
93922,lamborghini,Lamborghini Urus,black,23-May,2023,399900,490,666,Automatic,Petrol,"12,7 l/100 km",325 g/km,50,S Facelift *PANO*B&O*HeUp*23* Voll
93932,lamborghini,Lamborghini Huracan,white,23-Jun,2023,399900,471,640,Automatic,Petrol,"14,7 l/100 km",290 g/km,1910,"STO Bianco Asopo, Carbon Twill Pack"
115225,mercedes-benz,Mercedes-Benz SLS,white,14-Mar,2014,399900,435,591,Automatic,Petrol,"13,2 l/100 km",313 g/km,28381,GT Final Edition 1 of 350/Designo
52409,ferrari,Ferrari 812,black,20-Feb,2020,399888,585,795,Automatic,Petrol,,#NAME?,9850,Superfast 6.5l V12 / LIFT / KAMERA / JBL
93867,lamborghini,Lamborghini Huracan,grey,22-Jul,2022,399640,478,650,Automatic,Petrol,,#NAME?,7000,STO AdPersonam | Lamborghini Nürnberg
109939,mercedes-benz,Mercedes-Benz SL 65 AMG,silver,10-Aug,2010,399500,493,670,Automatic,Petrol,"14,4 l/100 km",341 g/km,3250,Black Series *3.250 KM*1 OF 350*CARBON
52536,ferrari,Ferrari F8 Spider,black,22-Mar,2022,399000,530,721,Automatic,Petrol,,#NAME?,1920,APPLE / REAR VIEW MIRROR / CARBON
167558,porsche,Porsche 991,silver,19-Sep,2019,399000,375,510,Manual,Petrol,"13,8 l/100 km",317 g/km,1500,911 Speedster Heritage Design Erstbesitz
93834,lamborghini,Lamborghini Urus,red,21-Oct,2021,398948,478,650,Automatic,Petrol,"12,7 l/100 km",325 g/km,12000,URUS *ROT-CARBON*Akrapovic*4-S*100% Exclusive*
128213,mercedes-benz,Mercedes-Benz G 63 AMG,silver,22-Nov,2022,398650,430,585,Automatic,Petrol,"17,1 l/100 km",456 g/km,900,4X4 1 OF 40/ Netto 335 T/ NEW AXLE
127932,mercedes-benz,Mercedes-Benz G 63 AMG,red,22-Nov,2022,398500,430,585,Automatic,Petrol,"20,1 l/100 km",456 g/km,99,4x4² MULTIBEAM+NIGHT+URBANGUARD+360°+CARBON
128904,mercedes-benz,Mercedes-Benz G 63 AMG,black,23-Jun,2023,397999,430,585,Automatic,Petrol,"20,1 l/100 km",456 g/km,15,4x4² Dachträger+Portalachsen+verfügbar!
93680,lamborghini,Lamborghini Aventador,white,17-Jul,2017,397900,544,740,Automatic,Petrol,"16,9 l/100 km",394 g/km,6245,S*  LP 740-4     ***SAMMLERZUSTAND***
23397,bentley,Bentley Continental,black,23-Jun,2023,395890,485,659,Automatic,Petrol,"13,8 l/100 km",314 g/km,1923,GTC Speed *Keramik-Bremse*Blackline*Carbon
23370,bentley,Bentley Continental,grey,23-Jan,2023,395450,485,659,Automatic,Petrol,"13,8 l/100 km",314 g/km,7900,GTC Speed * MULLINER BESPOKE *
93800,lamborghini,Lamborghini Huracan,white,20-Aug,2020,395000,,,Automatic,Petrol,"13,9 l/100 km",335 g/km,16387,EVO Twin Turbo
109823,mercedes-benz,Mercedes-Benz SL 65 AMG,black,10-Oct,2010,395000,493,670,Automatic,Petrol,,#NAME?,29000,Black Series ++SAMMLER ZUSTAND++TOP++
52071,ferrari,Ferrari 575,red,6-Apr,2006,394990,397,540,Automatic,Petrol,,#NAME?,31513,Superamerica
93914,lamborghini,Lamborghini,blue,23-Jan,2023,394980,471,640,Automatic,Petrol,"13,7 l/100 km",331 g/km,150,STO Neuwagen MY23
52322,ferrari,Ferrari 488,grey,19-May,2019,390000,530,721,Automatic,Petrol,,263 g/km,18650,Carbon Fibre I Wertgutachten I Lifting
52515,ferrari,Ferrari F8 Tributo,red,22-May,2022,389999,530,721,Automatic,Petrol,12 l/100 km,273 g/km,2580,V8 Turbo 530kW / 720PS V8 Turbo 530kW / 720PS
52568,ferrari,Ferrari F8 Tributo,red,23-May,2023,389980,530,721,Automatic,Petrol,12 l/100 km,273 g/km,252,NEUWAGEN Racingsitze Carbonfelgen LED
52217,ferrari,Ferrari 458,white,14-Jan,2014,389900,445,605,Automatic,Petrol,"13,3 l/100 km",307 g/km,19950,Speciale *dt. Auto*Lift*Karbon*Leder*
52427,ferrari,Ferrari F8 Spider,yellow,21-Mar,2021,389900,530,721,Automatic,Petrol,13 l/100 km,296 g/km,4400,Stradale Racing-Sitze Lift *** Carbon ***
93777,lamborghini,Lamborghini Huracan,black,20-Apr,2020,389900,470,639,Automatic,Petrol,"13,9 l/100 km",335 g/km,21000,EVO Spider*LIFT*DAB*PDC*CAM*MIETKAUF
93778,lamborghini,Lamborghini Huracan,black,20-Jul,2020,389900,470,639,Automatic,Petrol,"13,9 l/100 km",335 g/km,3500,EVO Spider*LIFT*DAB*PDC*CAM*MIETKAUF
93917,lamborghini,Lamborghini Huracan,grey,23-Feb,2023,389900,471,640,Automatic,Petrol,"14,7 l/100 km",290 g/km,7400,"STO Grigio Titans Matt, Full Ext. Carbon"
113531,mercedes-benz,Mercedes-Benz G 500,silver,13-Jun,2013,389900,285,387,Automatic,Petrol,"14,9 l/100 km",353 g/km,13200,DESIGNO G Modell Cabrio
128504,mercedes-benz,Mercedes-Benz G 63 AMG,orange,22-Nov,2022,389900,430,585,Automatic,Petrol,,#NAME?,1100,"G 63 4x4 ""HOCH 2""-Sofort Verfügbar!Neuzustand!"
107929,mercedes-benz,Mercedes-Benz C 180,silver,8-Oct,2008,389700,115,156,Manual,LPG,"7,4 l/100 km",177 g/km,60000,Kompressor
93750,lamborghini,Lamborghini Aventador,white,19-Apr,2019,389500,544,740,Automatic,Petrol,,#NAME?,11000,S
52213,ferrari,Ferrari 458,black,14-Jan,2014,389000,445,605,Automatic,Petrol,"13,3 l/100 km",307 g/km,15659,Speciale
52563,ferrari,Ferrari F8 Spider,red,23-Apr,2023,389000,530,721,Automatic,Petrol,"12,4 l/100 km",292 g/km,65,"Lift, Carbon, AFS, RacingSeats"
93825,lamborghini,Lamborghini Huracan,grey,21-Jul,2021,389000,471,640,Automatic,Petrol,"13,9 l/100 km",#NAME?,6907,HURACAN STO*LIFT*KAMERA*CARBON TITANIUM*MATT
52467,ferrari,Ferrari,red,21-Apr,2021,388787,530,721,Automatic,Petrol,"12,3 l/100 km",279 g/km,16175,812 GTS Tailor Made/ADAS/Lift/360Kam/MattCarbon
52503,ferrari,Ferrari,grey,22-Nov,2022,387345,610,829,Automatic,Hybrid,,#NAME?,1189,296 GTB *CARPLAY*CARBON*360*LIFT*RACING SEATS*
52572,ferrari,Ferrari,black,23-Jun,2023,386750,610,829,Automatic,Petrol,"6,4 l/100 km",149 g/km,41,"296 GTB BLACK/BLACK 20"" CARBON SEATS LED-LIGHTS"
127860,mercedes-benz,Mercedes-Benz G 63 AMG,green,22-Oct,2022,386500,430,585,Automatic,Petrol,"14,4 l/100 km",456 g/km,199,4x4 sofort Lieferbar ! 1/40
52520,ferrari,Ferrari F8 Spider,red,22-Feb,2022,384900,530,721,Automatic,Petrol,,#NAME?,1888,GTB*Karbon*Lift*Alcantara*360°*Daytona*JBL*
107533,mercedes-benz,Mercedes-Benz SLR,black,8-Jun,2008,379990,460,625,Automatic,Petrol,,#NAME?,36600,AMG-Avantgarde/Autom/PDC+/Leder
93915,lamborghini,Lamborghini Urus,blue,23-May,2023,379900,490,666,Automatic,Petrol,12 l/100 km,281 g/km,45,4.0 V8 Performante 2023 chassisno.
116700,mercedes-benz,Mercedes-Benz SLR,silver,15-Jul,2015,379900,460,625,Automatic,Unknown,,#NAME?,36000,McLaren Coupe Unfallfrei/1A-Zustand
93866,lamborghini,Lamborghini Huracan,grey,22-Aug,2022,379888,470,639,Automatic,Petrol,"13,9 l/100 km",331 g/km,3589,STO *Lift*Full Carbon Pack*
93880,lamborghini,Lamborghini,green,22-Jun,2022,379850,471,640,Automatic,Petrol,"13,7 l/100 km",331 g/km,1551,STO Verde Turbine Matt Lift Sportsitze 
52501,ferrari,Ferrari F8 Spider,yellow,22-May,2022,379770,530,721,Automatic,Petrol,,#NAME?,3712,296 GTB CARBONSEAT DAYTONA CARBONPACK LIFT FULL!
93894,lamborghini,Lamborghini Huracan,black,22-Oct,2022,379610,470,639,Automatic,Petrol,"14,2 l/100 km",338 g/km,67,"EVO SPYDER RED TOP 20"" ON STOCK"
52391,ferrari,Ferrari 812,red,20-Aug,2020,379500,588,799,Automatic,Petrol,,340 g/km,13456,Superfast *ROSSO FIORANO*HIST.COLOR*LIFT*360
93710,lamborghini,Lamborghini Aventador,white,18-Feb,2018,379000,544,740,Manual,Petrol,,#NAME?,13500,S Roadster deutsches Fahrzeug
167560,porsche,Porsche 991,silver,19-Oct,2019,379000,375,510,Manual,Petrol,"13,6 l/100 km",310 g/km,500,Speedster I Bose I Regensensor I Rückfahrkamera I
52517,ferrari,Ferrari,red,22-Dec,2022,376635,488,663,Automatic,Petrol,"10,8 l/100 km",244 g/km,48,296 GTB RED/BLACK LIFT CARBON PASSENGER DISPLAY
93893,lamborghini,Lamborghini Huracan,black,22-Mar,2022,375990,471,640,Automatic,Petrol,"13,9 l/100 km",#NAME?,5500,STO *NERO NOCITI *CARBON *Lift *CAM
127902,mercedes-benz,Mercedes-Benz G 63 AMG,green,22-Nov,2022,375990,430,585,Automatic,Petrol,"18,1 l/100 km",456 g/km,9900,4X4² NIGHT+SHD+BURMESTER+CARBON+360+DAB
52461,ferrari,Ferrari F8 Spider,red,21-Jul,2021,375000,530,721,Automatic,Petrol,13 l/100 km,296 g/km,5000,F8 Tributo |VOLL*CARBON|AIRLIFT|P.DISPLAY|D-FZG
115350,mercedes-benz,Mercedes-Benz SLS,white,14-May,2014,375000,420,571,Automatic,Petrol,"13,2 l/100 km",308 g/km,5300,GT *1 of 350* FINAL EDITION - CARBON
167694,porsche,Porsche 991,red,20-Mar,2020,375000,375,510,Manual,Petrol,"13,8 l/100 km",317 g/km,995,911 Speedster nur 995 km Liftsystem-VA BOSE
167698,porsche,Porsche 991,red,20-Dec,2020,375000,375,510,Manual,Petrol,"13,6 l/100 km",310 g/km,12,911 Speedster 1 Hand Approved 12/2024 Lift Voll
